game_id,game_date
0022101161,2022-04-02
0022101162,2022-04-02
0022101163,2022-04-02
0022101164,2022-04-02
0022101165,2022-04-02
0022101166,2022-04-03
0022101167,2022-04-03
0022101168,2022-04-03
0022101169,2022-04-03
0022101170,2022-04-03
0022101171,2022-04-03
0022101172,2022-04-03
0022101173,2022-04-03
0022101174,2022-04-03
0022101175,2022-04-03
0022101176,2022-04-03
0022101177,2022-04-03
0022101178,2022-04-05
0022101179,2022-04-05
0022101180,2022-04-05
0022101181,2022-04-05
0022101182,2022-04-05
0022101183,2022-04-05
0022101184,2022-04-05
0022101185,2022-04-05
0022101186,2022-04-05
0022101187,2022-04-05
0022101188,2022-04-05
0022101189,2022-04-05
0022101190,2022-04-06
0022101191,2022-04-06
0022101192,2022-04-06
0022101193,2022-04-06
0022101194,2022-04-06
0022101195,2022-04-06
0022101196,2022-04-07
0022101197,2022-04-07
0022101198,2022-04-07
0022101199,2022-04-07
0022101200,2022-04-07
0022101201,2022-04-07
0022101202,2022-04-07
0022101203,2022-04-08
0022101204,2022-04-08
0022101205,2022-04-08
0022101206,2022-04-08
0022101207,2022-04-08
0022101208,2022-04-08
0022101209,2022-04-08
0022101210,2022-04-08
0022101211,2022-04-08
0022101212,2022-04-09
0022101213,2022-04-09
0022101214,2022-04-09
0022101215,2022-04-09
0022101216,2022-04-10
0022101217,2022-04-10
0022101218,2022-04-10
0022101219,2022-04-10
0022101220,2022-04-10
0022101221,2022-04-10
0022101222,2022-04-10
0022101223,2022-04-10
0022101224,2022-04-10
0022101225,2022-04-10
0022101226,2022-04-10
0022101227,2022-04-10
0022101228,2022-04-10
0022101229,2022-04-10
0022101230,2022-04-10
0052100101,2022-04-12
0052100121,2022-04-12
0052100111,2022-04-13
0052100131,2022-04-13
0052100201,2022-04-15
0052100211,2022-04-15
0042100131,2022-04-16
0042100151,2022-04-16
0042100161,2022-04-16
0042100171,2022-04-16
0042100101,2022-04-17
0042100111,2022-04-17
0042100121,2022-04-17
0042100141,2022-04-17
0042100132,2022-04-18
0042100162,2022-04-18
0042100172,2022-04-18
0042100102,2022-04-19
0042100142,2022-04-19
0042100152,2022-04-19
0042100112,2022-04-20
0042100122,2022-04-20
0042100133,2022-04-20
0042100153,2022-04-21
0042100163,2022-04-21
0042100173,2022-04-21
0042100103,2022-04-22
0042100123,2022-04-22
0042100143,2022-04-22
0042100113,2022-04-23
0042100134,2022-04-23
0042100154,2022-04-23
0042100174,2022-04-23
0042100104,2022-04-24
0042100124,2022-04-24
0042100144,2022-04-24
0042100164,2022-04-24
0042100114,2022-04-25
0042100135,2022-04-25
0042100175,2022-04-25
0042100105,2022-04-26
0042100145,2022-04-26
0042100155,2022-04-26
0042100125,2022-04-27
0042100165,2022-04-27
0042100136,2022-04-28
0042100146,2022-04-28
0042100176,2022-04-28
0042100156,2022-04-29
0042100211,2022-05-01
0042100231,2022-05-01
0042100201,2022-05-02
0042100221,2022-05-02
0042100212,2022-05-03
0042100232,2022-05-03
0042100202,2022-05-04
0042100222,2022-05-04
0042100203,2022-05-06
0042100223,2022-05-06
0042100213,2022-05-07
0042100233,2022-05-07
0042100204,2022-05-08
0042100224,2022-05-08
0042100214,2022-05-09
0042100234,2022-05-09
0042100205,2022-05-10
0042100225,2022-05-10
0042100215,2022-05-11
0042100235,2022-05-11
0042100206,2022-05-12
0042100226,2022-05-12
0042100216,2022-05-13
0042100236,2022-05-13
0042100217,2022-05-15
0042100227,2022-05-15
0042100301,2022-05-17
0042100311,2022-05-18
0042100302,2022-05-19
0042100312,2022-05-20
0042100303,2022-05-21
0042100313,2022-05-22
0042100304,2022-05-23
0042100314,2022-05-24
0042100305,2022-05-25
0042100315,2022-05-26
0042100306,2022-05-27
0042100307,2022-05-29
0042100401,2022-06-02
0042100402,2022-06-05
0042100403,2022-06-08
0042100404,2022-06-10
0042100405,2022-06-13
0042100406,2022-06-16
0022200001,2022-10-18
0022200002,2022-10-18
0022200003,2022-10-19
0022200004,2022-10-19
0022200005,2022-10-19
0022200006,2022-10-19
0022200007,2022-10-19
0022200008,2022-10-19
0022200009,2022-10-19
0022200010,2022-10-19
0022200011,2022-10-19
0022200012,2022-10-19
0022200013,2022-10-19
0022200014,2022-10-19
0022200015,2022-10-20
0022200016,2022-10-20
0022200017,2022-10-21
0022200018,2022-10-21
0022200019,2022-10-21
0022200020,2022-10-21
0022200021,2022-10-21
0022200022,2022-10-21
0022200023,2022-10-21
0022200024,2022-10-21
0022200025,2022-10-21
0022200026,2022-10-21
0022200027,2022-10-21
0022200028,2022-10-22
0022200029,2022-10-22
0022200030,2022-10-22
0022200031,2022-10-22
0022200032,2022-10-22
0022200033,2022-10-22
0022200034,2022-10-22
0022200035,2022-10-22
0022200036,2022-10-22
0022200037,2022-10-23
0022200038,2022-10-23
0022200039,2022-10-23
0022200040,2022-10-23
0022200041,2022-10-23
0022200042,2022-10-23
0022200043,2022-10-23
0022200044,2022-10-24
0022200045,2022-10-24
0022200046,2022-10-24
0022200047,2022-10-24
0022200048,2022-10-24
0022200049,2022-10-24
0022200050,2022-10-24
0022200051,2022-10-24
0022200052,2022-10-25
0022200053,2022-10-25
0022200054,2022-10-25
0022200055,2022-10-25
0022200056,2022-10-26
0022200057,2022-10-26
0022200058,2022-10-26
0022200059,2022-10-26
0022200060,2022-10-26
0022200061,2022-10-26
0022200062,2022-10-26
0022200063,2022-10-26
0022200064,2022-10-26
0022200065,2022-10-26
0022200066,2022-10-27
0022200067,2022-10-27
0022200068,2022-10-27
0022200069,2022-10-27
0022200070,2022-10-28
0022200071,2022-10-28
0022200072,2022-10-28
0022200073,2022-10-28
0022200074,2022-10-28
0022200075,2022-10-28
0022200076,2022-10-28
0022200077,2022-10-28
0022200078,2022-10-28
0022200079,2022-10-28
0022200080,2022-10-28
0022200081,2022-10-29
0022200082,2022-10-29
0022200083,2022-10-29
0022200084,2022-10-29
0022200085,2022-10-29
0022200086,2022-10-29
0022200087,2022-10-29
0022200088,2022-10-30
0022200089,2022-10-30
0022200090,2022-10-30
0022200091,2022-10-30
0022200092,2022-10-30
0022200093,2022-10-30
0022200094,2022-10-30
0022200095,2022-10-30
0022200096,2022-10-31
0022200097,2022-10-31
0022200098,2022-10-31
0022200099,2022-10-31
0022200100,2022-10-31
0022200101,2022-10-31
0022200102,2022-10-31
0022200103,2022-11-01
0022200104,2022-11-01
0022200105,2022-11-01
0022200106,2022-11-01
0022200107,2022-11-02
0022200108,2022-11-02
0022200109,2022-11-02
0022200110,2022-11-02
0022200111,2022-11-02
0022200112,2022-11-02
0022200113,2022-11-02
0022200114,2022-11-02
0022200115,2022-11-02
0022200116,2022-11-02
0022200117,2022-11-02
0022200118,2022-11-03
0022200119,2022-11-03
0022200120,2022-11-04
0022200121,2022-11-04
0022200122,2022-11-04
0022200123,2022-11-04
0022200124,2022-11-04
0022200125,2022-11-04
0022200126,2022-11-04
0022200127,2022-11-04
0022200128,2022-11-04
0022200129,2022-11-04
0022200130,2022-11-04
0022200131,2022-11-04
0022200132,2022-11-05
0022200133,2022-11-05
0022200134,2022-11-05
0022200135,2022-11-05
0022200136,2022-11-05
0022200137,2022-11-05
0022200138,2022-11-05
0022200139,2022-11-05
0022200140,2022-11-06
0022200141,2022-11-06
0022200142,2022-11-06
0022200143,2022-11-06
0022200144,2022-11-07
0022200145,2022-11-07
0022200146,2022-11-07
0022200147,2022-11-07
0022200148,2022-11-07
0022200149,2022-11-07
0022200150,2022-11-07
0022200151,2022-11-07
0022200152,2022-11-07
0022200153,2022-11-07
0022200154,2022-11-07
0022200155,2022-11-07
0022200156,2022-11-07
0022200157,2022-11-07
0022200158,2022-11-07
0022200159,2022-11-09
0022200160,2022-11-09
0022200161,2022-11-09
0022200162,2022-11-09
0022200163,2022-11-09
0022200164,2022-11-09
0022200165,2022-11-09
0022200166,2022-11-09
0022200167,2022-11-09
0022200168,2022-11-09
0022200169,2022-11-09
0022200170,2022-11-09
0022200171,2022-11-09
0022200172,2022-11-10
0022200173,2022-11-10
0022200174,2022-11-10
0022200175,2022-11-10
0022200176,2022-11-11
0022200177,2022-11-11
0022200178,2022-11-11
0022200179,2022-11-11
0022200180,2022-11-11
0022200181,2022-11-11
0022200182,2022-11-11
0022200183,2022-11-11
0022200184,2022-11-12
0022200185,2022-11-12
0022200186,2022-11-12
0022200187,2022-11-12
0022200188,2022-11-12
0022200189,2022-11-12
0022200190,2022-11-12
0022200191,2022-11-12
0022200192,2022-11-13
0022200193,2022-11-13
0022200194,2022-11-13
0022200195,2022-11-13
0022200196,2022-11-13
0022200197,2022-11-13
0022200198,2022-11-13
0022200199,2022-11-14
0022200200,2022-11-14
0022200201,2022-11-14
0022200202,2022-11-14
0022200203,2022-11-14
0022200204,2022-11-14
0022200205,2022-11-14
0022200206,2022-11-15
0022200207,2022-11-15
0022200208,2022-11-15
0022200209,2022-11-15
0022200210,2022-11-15
0022200211,2022-11-16
0022200212,2022-11-16
0022200213,2022-11-16
0022200214,2022-11-16
0022200215,2022-11-16
0022200216,2022-11-16
0022200217,2022-11-16
0022200218,2022-11-16
0022200219,2022-11-16
0022200220,2022-11-16
0022200221,2022-11-17
0022200222,2022-11-17
0022200223,2022-11-17
0022200224,2022-11-18
0022200225,2022-11-18
0022200226,2022-11-18
0022200227,2022-11-18
0022200228,2022-11-18
0022200229,2022-11-18
0022200230,2022-11-18
0022200231,2022-11-18
0022200232,2022-11-18
0022200233,2022-11-18
0022200234,2022-11-18
0022200235,2022-11-19
0022200236,2022-11-19
0022200237,2022-11-19
0022200238,2022-11-19
0022200239,2022-11-19
0022200240,2022-11-20
0022200241,2022-11-20
0022200242,2022-11-20
0022200243,2022-11-20
0022200244,2022-11-20
0022200245,2022-11-20
0022200246,2022-11-20
0022200247,2022-11-20
0022200248,2022-11-21
0022200249,2022-11-21
0022200250,2022-11-21
0022200251,2022-11-21
0022200252,2022-11-21
0022200253,2022-11-21
0022200254,2022-11-21
0022200255,2022-11-21
0022200256,2022-11-22
0022200257,2022-11-22
0022200258,2022-11-22
0022200259,2022-11-22
0022200260,2022-11-23
0022200261,2022-11-23
0022200262,2022-11-23
0022200263,2022-11-23
0022200264,2022-11-23
0022200265,2022-11-23
0022200266,2022-11-23
0022200267,2022-11-23
0022200268,2022-11-23
0022200269,2022-11-23
0022200270,2022-11-23
0022200271,2022-11-23
0022200272,2022-11-25
0022200273,2022-11-25
0022200274,2022-11-25
0022200275,2022-11-25
0022200276,2022-11-25
0022200277,2022-11-25
0022200278,2022-11-25
0022200279,2022-11-25
0022200280,2022-11-25
0022200281,2022-11-25
0022200282,2022-11-25
0022200283,2022-11-25
0022200284,2022-11-25
0022200285,2022-11-25
0022200286,2022-11-26
0022200287,2022-11-26
0022200288,2022-11-26
0022200289,2022-11-26
0022200290,2022-11-27
0022200291,2022-11-27
0022200292,2022-11-27
0022200293,2022-11-27
0022200294,2022-11-27
0022200295,2022-11-27
0022200296,2022-11-27
0022200297,2022-11-27
0022200298,2022-11-27
0022200299,2022-11-28
0022200300,2022-11-28
0022200301,2022-11-28
0022200302,2022-11-28
0022200303,2022-11-28
0022200304,2022-11-28
0022200305,2022-11-28
0022200306,2022-11-28
0022200307,2022-11-28
0022200308,2022-11-28
0022200309,2022-11-29
0022200310,2022-11-29
0022200311,2022-11-29
0022200312,2022-11-30
0022200313,2022-11-30
0022200314,2022-11-30
0022200315,2022-11-30
0022200316,2022-11-30
0022200317,2022-11-30
0022200318,2022-11-30
0022200319,2022-11-30
0022200320,2022-11-30
0022200321,2022-11-30
0022200322,2022-11-30
0022200323,2022-11-30
0022200324,2022-11-30
0022200325,2022-12-01
0022200326,2022-12-02
0022200327,2022-12-02
0022200328,2022-12-02
0022200329,2022-12-02
0022200330,2022-12-02
0022200331,2022-12-02
0022200332,2022-12-02
0022200333,2022-12-02
0022200334,2022-12-02
0022200335,2022-12-02
0022200336,2022-12-02
0022200337,2022-12-03
0022200338,2022-12-03
0022200339,2022-12-03
0022200340,2022-12-03
0022200341,2022-12-03
0022200342,2022-12-03
0022200343,2022-12-03
0022200344,2022-12-04
0022200345,2022-12-04
0022200346,2022-12-04
0022200347,2022-12-04
0022200348,2022-12-04
0022200349,2022-12-04
0022200350,2022-12-04
0022200351,2022-12-04
0022200352,2022-12-05
0022200353,2022-12-05
0022200354,2022-12-05
0022200355,2022-12-05
0022200356,2022-12-05
0022200357,2022-12-05
0022200358,2022-12-05
0022200359,2022-12-05
0022200360,2022-12-06
0022200361,2022-12-06
0022200362,2022-12-06
0022200363,2022-12-07
0022200364,2022-12-07
0022200365,2022-12-07
0022200366,2022-12-07
0022200367,2022-12-07
0022200368,2022-12-07
0022200369,2022-12-07
0022200370,2022-12-07
0022200371,2022-12-07
0022200372,2022-12-07
0022200373,2022-12-07
0022200374,2022-12-08
0022200375,2022-12-08
0022200376,2022-12-08
0022200377,2022-12-09
0022200378,2022-12-09
0022200379,2022-12-09
0022200380,2022-12-09
0022200381,2022-12-09
0022200382,2022-12-09
0022200383,2022-12-09
0022200384,2022-12-09
0022200385,2022-12-09
0022200386,2022-12-09
0022200387,2022-12-10
0022200388,2022-12-10
0022200389,2022-12-10
0022200390,2022-12-10
0022200391,2022-12-10
0022200392,2022-12-10
0022200393,2022-12-10
0022200394,2022-12-10
0022200395,2022-12-11
0022200396,2022-12-11
0022200397,2022-12-11
0022200398,2022-12-11
0022200399,2022-12-11
0022200400,2022-12-11
0022200401,2022-12-11
0022200402,2022-12-12
0022200403,2022-12-12
0022200404,2022-12-12
0022200405,2022-12-12
0022200406,2022-12-12
0022200407,2022-12-12
0022200408,2022-12-12
0022200409,2022-12-13
0022200410,2022-12-13
0022200411,2022-12-13
0022200412,2022-12-13
0022200413,2022-12-13
0022200414,2022-12-14
0022200415,2022-12-14
0022200416,2022-12-14
0022200417,2022-12-14
0022200418,2022-12-14
0022200419,2022-12-14
0022200420,2022-12-14
0022200421,2022-12-14
0022200422,2022-12-14
0022200423,2022-12-14
0022200424,2022-12-15
0022200425,2022-12-15
0022200426,2022-12-15
0022200427,2022-12-15
0022200428,2022-12-16
0022200429,2022-12-16
0022200430,2022-12-16
0022200431,2022-12-16
0022200432,2022-12-16
0022200433,2022-12-16
0022200434,2022-12-16
0022200435,2022-12-16
0022200436,2022-12-16
0022200437,2022-12-16
0022200438,2022-12-17
0022200439,2022-12-17
0022200440,2022-12-17
0022200441,2022-12-17
0022200442,2022-12-17
0022200443,2022-12-17
0022200444,2022-12-17
0022200445,2022-12-18
0022200446,2022-12-18
0022200447,2022-12-18
0022200448,2022-12-18
0022200449,2022-12-18
0022200450,2022-12-18
0022200451,2022-12-18
0022200452,2022-12-19
0022200453,2022-12-19
0022200454,2022-12-19
0022200455,2022-12-19
0022200456,2022-12-19
0022200457,2022-12-19
0022200458,2022-12-19
0022200459,2022-12-19
0022200460,2022-12-19
0022200461,2022-12-20
0022200462,2022-12-20
0022200463,2022-12-20
0022200464,2022-12-20
0022200465,2022-12-20
0022200466,2022-12-21
0022200467,2022-12-21
0022200468,2022-12-21
0022200469,2022-12-21
0022200470,2022-12-21
0022200471,2022-12-21
0022200472,2022-12-21
0022200473,2022-12-21
0022200474,2022-12-21
0022200475,2022-12-21
0022200476,2022-12-21
0022200477,2022-12-22
0022200478,2022-12-22
0022200479,2022-12-23
0022200480,2022-12-23
0022200481,2022-12-23
0022200482,2022-12-23
0022200483,2022-12-23
0022200484,2022-12-23
0022200485,2022-12-23
0022200486,2022-12-23
0022200487,2022-12-23
0022200488,2022-12-23
0022200489,2022-12-23
0022200490,2022-12-23
0022200491,2022-12-23
0022200492,2022-12-23
0022200493,2022-12-25
0022200494,2022-12-25
0022200495,2022-12-25
0022200496,2022-12-25
0022200497,2022-12-25
0022200498,2022-12-26
0022200499,2022-12-26
0022200500,2022-12-26
0022200501,2022-12-26
0022200502,2022-12-26
0022200503,2022-12-26
0022200504,2022-12-26
0022200505,2022-12-27
0022200506,2022-12-27
0022200507,2022-12-27
0022200508,2022-12-27
0022200509,2022-12-27
0022200510,2022-12-27
0022200511,2022-12-27
0022200512,2022-12-27
0022200513,2022-12-27
0022200514,2022-12-27
0022200515,2022-12-28
0022200516,2022-12-28
0022200517,2022-12-28
0022200518,2022-12-28
0022200519,2022-12-28
0022200520,2022-12-28
0022200521,2022-12-28
0022200522,2022-12-28
0022200523,2022-12-29
0022200524,2022-12-29
0022200525,2022-12-29
0022200526,2022-12-29
0022200527,2022-12-29
0022200528,2022-12-29
0022200529,2022-12-30
0022200530,2022-12-30
0022200531,2022-12-30
0022200532,2022-12-30
0022200533,2022-12-30
0022200534,2022-12-30
0022200535,2022-12-30
0022200536,2022-12-30
0022200537,2022-12-30
0022200538,2022-12-31
0022200539,2022-12-31
0022200540,2022-12-31
0022200541,2022-12-31
0022200542,2022-12-31
0022200543,2022-12-31
0022200544,2022-12-31
0022200545,2022-12-31
0022200546,2022-12-31
0022200547,2023-01-01
0022200548,2023-01-01
0022200549,2023-01-01
0022200550,2023-01-02
0022200551,2023-01-02
0022200552,2023-01-02
0022200553,2023-01-02
0022200554,2023-01-02
0022200555,2023-01-02
0022200556,2023-01-02
0022200557,2023-01-02
0022200558,2023-01-02
0022200559,2023-01-02
0022200560,2023-01-02
0022200561,2023-01-03
0022200562,2023-01-03
0022200563,2023-01-03
0022200564,2023-01-04
0022200565,2023-01-04
0022200566,2023-01-04
0022200567,2023-01-04
0022200568,2023-01-04
0022200569,2023-01-04
0022200570,2023-01-04
0022200571,2023-01-04
0022200572,2023-01-04
0022200573,2023-01-04
0022200574,2023-01-04
0022200575,2023-01-04
0022200576,2023-01-05
0022200577,2023-01-05
0022200578,2023-01-05
0022200579,2023-01-05
0022200580,2023-01-06
0022200581,2023-01-06
0022200582,2023-01-06
0022200583,2023-01-06
0022200584,2023-01-06
0022200585,2023-01-06
0022200586,2023-01-06
0022200587,2023-01-06
0022200588,2023-01-06
0022200589,2023-01-06
0022200590,2023-01-06
0022200591,2023-01-07
0022200592,2023-01-07
0022200593,2023-01-07
0022200594,2023-01-07
0022200595,2023-01-07
0022200596,2023-01-08
0022200597,2023-01-08
0022200598,2023-01-08
0022200599,2023-01-08
0022200600,2023-01-08
0022200601,2023-01-08
0022200602,2023-01-08
0022200603,2023-01-08
0022200604,2023-01-08
0022200605,2023-01-09
0022200606,2023-01-09
0022200607,2023-01-09
0022200608,2023-01-09
0022200609,2023-01-09
0022200610,2023-01-09
0022200611,2023-01-10
0022200612,2023-01-10
0022200613,2023-01-10
0022200614,2023-01-10
0022200615,2023-01-10
0022200616,2023-01-10
0022200617,2023-01-10
0022200618,2023-01-11
0022200619,2023-01-11
0022200620,2023-01-11
0022200621,2023-01-11
0022200622,2023-01-11
0022200623,2023-01-11
0022200624,2023-01-11
0022200625,2023-01-11
0022200626,2023-01-12
0022200627,2023-01-12
0022200628,2023-01-12
0022200629,2023-01-12
0022200630,2023-01-12
0022200631,2023-01-12
0022200632,2023-01-13
0022200633,2023-01-13
0022200634,2023-01-13
0022200635,2023-01-13
0022200636,2023-01-13
0022200637,2023-01-13
0022200638,2023-01-13
0022200639,2023-01-13
0022200640,2023-01-13
0022200641,2023-01-14
0022200642,2023-01-14
0022200643,2023-01-14
0022200644,2023-01-14
0022200645,2023-01-14
0022200646,2023-01-14
0022200647,2023-01-14
0022200648,2023-01-15
0022200649,2023-01-15
0022200650,2023-01-15
0022200651,2023-01-15
0022200652,2023-01-15
0022200653,2023-01-15
0022200654,2023-01-15
0022200655,2023-01-15
0022200656,2023-01-16
0022200657,2023-01-16
0022200658,2023-01-16
0022200659,2023-01-16
0022200660,2023-01-16
0022200661,2023-01-16
0022200662,2023-01-16
0022200663,2023-01-16
0022200664,2023-01-16
0022200665,2023-01-17
0022200666,2023-01-17
0022200667,2023-01-17
0022200668,2023-01-17
0022200669,2023-01-18
0022200670,2023-01-18
0022200671,2023-01-18
0022200672,2023-01-18
0022200673,2023-01-18
0022200674,2023-01-18
0022200675,2023-01-18
0022200676,2023-01-18
0022200677,2023-01-18
0022200678,2023-01-19
0022200679,2023-01-19
0022200680,2023-01-19
0022200681,2023-01-19
0022200682,2023-01-19
0022200683,2023-01-20
0022200684,2023-01-20
0022200685,2023-01-20
0022200686,2023-01-20
0022200687,2023-01-20
0022200688,2023-01-20
0022200689,2023-01-20
0022200690,2023-01-20
0022200691,2023-01-20
0022200692,2023-01-21
0022200693,2023-01-21
0022200694,2023-01-21
0022200695,2023-01-21
0022200696,2023-01-21
0022200697,2023-01-21
0022200698,2023-01-21
0022200699,2023-01-22
0022200700,2023-01-22
0022200701,2023-01-22
0022200702,2023-01-22
0022200703,2023-01-22
0022200704,2023-01-22
0022200705,2023-01-22
0022200706,2023-01-23
0022200707,2023-01-23
0022200708,2023-01-23
0022200709,2023-01-23
0022200710,2023-01-23
0022200711,2023-01-23
0022200712,2023-01-23
0022200713,2023-01-24
0022200714,2023-01-24
0022200715,2023-01-24
0022200716,2023-01-24
0022200717,2023-01-24
0022200718,2023-01-24
0022200719,2023-01-24
0022200720,2023-01-25
0022200721,2023-01-25
0022200722,2023-01-25
0022200723,2023-01-25
0022200724,2023-01-25
0022200725,2023-01-25
0022200726,2023-01-25
0022200727,2023-01-25
0022200728,2023-01-25
0022200729,2023-01-25
0022200730,2023-01-26
0022200731,2023-01-26
0022200732,2023-01-26
0022200733,2023-01-26
0022200734,2023-01-26
0022200735,2023-01-26
0022200736,2023-01-27
0022200737,2023-01-27
0022200738,2023-01-27
0022200739,2023-01-27
0022200740,2023-01-27
0022200741,2023-01-28
0022200742,2023-01-28
0022200743,2023-01-28
0022200744,2023-01-28
0022200745,2023-01-28
0022200746,2023-01-28
0022200747,2023-01-28
0022200748,2023-01-28
0022200749,2023-01-28
0022200750,2023-01-28
0022200751,2023-01-28
0022200752,2023-01-29
0022200753,2023-01-29
0022200754,2023-01-29
0022200755,2023-01-29
0022200756,2023-01-30
0022200757,2023-01-30
0022200758,2023-01-30
0022200759,2023-01-30
0022200760,2023-01-30
0022200761,2023-01-30
0022200762,2023-01-30
0022200763,2023-01-30
0022200764,2023-01-31
0022200765,2023-01-31
0022200766,2023-01-31
0022200767,2023-01-31
0022200768,2023-01-31
0022200770,2023-02-01
0022200771,2023-02-01
0022200772,2023-02-01
0022200773,2023-02-01
0022200774,2023-02-01
0022200775,2023-02-01
0022200776,2023-02-01
0022200777,2023-02-01
0022200778,2023-02-02
0022200779,2023-02-02
0022200780,2023-02-02
0022200781,2023-02-02
0022200782,2023-02-02
0022200783,2023-02-02
0022200784,2023-02-02
0022200785,2023-02-03
0022200786,2023-02-03
0022200787,2023-02-03
0022200788,2023-02-03
0022200789,2023-02-03
0022200790,2023-02-03
0022200791,2023-02-03
0022200792,2023-02-03
0022200793,2023-02-04
0022200794,2023-02-04
0022200795,2023-02-04
0022200796,2023-02-04
0022200797,2023-02-04
0022200798,2023-02-04
0022200799,2023-02-04
0022200800,2023-02-04
0022200801,2023-02-04
0022200802,2023-02-05
0022200803,2023-02-05
0022200804,2023-02-05
0022200805,2023-02-05
0022200806,2023-02-05
0022200807,2023-02-05
0022200808,2023-02-06
0022200809,2023-02-06
0022200810,2023-02-06
0022200811,2023-02-06
0022200812,2023-02-06
0022200813,2023-02-06
0022200814,2023-02-06
0022200815,2023-02-06
0022200816,2023-02-07
0022200817,2023-02-07
0022200818,2023-02-07
0022200819,2023-02-07
0022200820,2023-02-07
0022200821,2023-02-07
0022200822,2023-02-08
0022200823,2023-02-08
0022200824,2023-02-08
0022200825,2023-02-08
0022200826,2023-02-08
0022200827,2023-02-08
0022200828,2023-02-08
0022200829,2023-02-08
0022200830,2023-02-08
0022200831,2023-02-09
0022200832,2023-02-09
0022200833,2023-02-09
0022200834,2023-02-09
0022200835,2023-02-10
0022200836,2023-02-10
0022200837,2023-02-10
0022200838,2023-02-10
0022200839,2023-02-10
0022200840,2023-02-10
0022200841,2023-02-10
0022200842,2023-02-10
0022200843,2023-02-10
0022200844,2023-02-10
0022200845,2023-02-10
0022200846,2023-02-11
0022200847,2023-02-11
0022200848,2023-02-11
0022200849,2023-02-11
0022200850,2023-02-11
0022200851,2023-02-11
0022200852,2023-02-11
0022200853,2023-02-11
0022200854,2023-02-11
0022200855,2023-02-12
0022200856,2023-02-12
0022200857,2023-02-13
0022200858,2023-02-13
0022200859,2023-02-13
0022200860,2023-02-13
0022200861,2023-02-13
0022200862,2023-02-13
0022200863,2023-02-13
0022200864,2023-02-13
0022200865,2023-02-13
0022200866,2023-02-13
0022200867,2023-02-13
0022200868,2023-02-14
0022200869,2023-02-14
0022200870,2023-02-14
0022200871,2023-02-14
0022200872,2023-02-14
0022200873,2023-02-15
0022200874,2023-02-15
0022200875,2023-02-15
0022200876,2023-02-15
0022200877,2023-02-15
0022200878,2023-02-15
0022200879,2023-02-15
0022200880,2023-02-15
0022200881,2023-02-15
0022200882,2023-02-15
0022200883,2023-02-16
0022200884,2023-02-16
0022200885,2023-02-16
0032200004,2023-02-17
0032200005,2023-02-17
0032200006,2023-02-17
0032200001,2023-02-19
0022200886,2023-02-23
0022200887,2023-02-23
0022200888,2023-02-23
0022200889,2023-02-23
0022200890,2023-02-23
0022200891,2023-02-23
0022200892,2023-02-23
0022200893,2023-02-23
0022200894,2023-02-23
0022200895,2023-02-24
0022200896,2023-02-24
0022200897,2023-02-24
0022200898,2023-02-24
0022200899,2023-02-24
0022200900,2023-02-24
0022200901,2023-02-24
0022200902,2023-02-24
0022200903,2023-02-25
0022200904,2023-02-25
0022200905,2023-02-25
0022200906,2023-02-25
0022200907,2023-02-25
0022200908,2023-02-25
0022200909,2023-02-25
0022200910,2023-02-26
0022200911,2023-02-26
0022200912,2023-02-26
0022200913,2023-02-26
0022200914,2023-02-26
0022200915,2023-02-26
0022200916,2023-02-26
0022200917,2023-02-26
0022200918,2023-02-26
0022200919,2023-02-27
0022200920,2023-02-27
0022200921,2023-02-27
0022200922,2023-02-27
0022200923,2023-02-28
0022200924,2023-02-28
0022200925,2023-02-28
0022200926,2023-02-28
0022200927,2023-02-28
0022200928,2023-02-28
0022200929,2023-02-28
0022200930,2023-02-28
0022200931,2023-02-28
0022200932,2023-02-28
0022200933,2023-03-01
0022200934,2023-03-01
0022200935,2023-03-01
0022200936,2023-03-01
0022200937,2023-03-01
0022200938,2023-03-01
0022200939,2023-03-01
0022200940,2023-03-01
0022200941,2023-03-01
0022200942,2023-03-02
0022200943,2023-03-02
0022200944,2023-03-02
0022200945,2023-03-02
0022200946,2023-03-03
0022200947,2023-03-03
0022200948,2023-03-03
0022200949,2023-03-03
0022200950,2023-03-03
0022200951,2023-03-03
0022200952,2023-03-03
0022200953,2023-03-03
0022200954,2023-03-03
0022200955,2023-03-03
0022200956,2023-03-04
0022200957,2023-03-04
0022200958,2023-03-04
0022200959,2023-03-04
0022200960,2023-03-04
0022200961,2023-03-04
0022200962,2023-03-05
0022200963,2023-03-05
0022200964,2023-03-05
0022200965,2023-03-05
0022200966,2023-03-05
0022200967,2023-03-05
0022200968,2023-03-05
0022200969,2023-03-05
0022200970,2023-03-05
0022200973,2023-03-05
0022200971,2023-03-06
0022200972,2023-03-06
0022200974,2023-03-06
0022200975,2023-03-06
0022200976,2023-03-06
0022200977,2023-03-06
0022200769,2023-03-07
0022200978,2023-03-07
0022200979,2023-03-07
0022200980,2023-03-07
0022200981,2023-03-07
0022200982,2023-03-07
0022200983,2023-03-07
0022200984,2023-03-07
0022200985,2023-03-08
0022200986,2023-03-08
0022200987,2023-03-08
0022200988,2023-03-08
0022200989,2023-03-08
0022200990,2023-03-08
0022200991,2023-03-08
0022200992,2023-03-09
0022200993,2023-03-09
0022200994,2023-03-09
0022200995,2023-03-09
0022200996,2023-03-09
0022200997,2023-03-09
0022200998,2023-03-10
0022200999,2023-03-10
